Jurisdiction,Facility,Year,Month,Unsentenced males,Unsentenced females,Sentenced males,Sentenced females,Total facility ADP
Kern Sheriff's Dept.,Lerdo Minimum,1995,10,351.0,0.0,526.0,0.0,877.0
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,1995,10,750.0,168.0,132.0,42.0,1092.0
Kings Sheriff's Dept.,Kings County Branch Jail ,1995,10,16.0,4.0,100.0,17.0,137.0
Kings Sheriff's Dept.,Kings County Main Jail,1995,10,110.0,10.0,42.0,6.0,168.0
Lake Sheriff's Dept.,Lake County Facility,1995,10,32.0,16.0,20.0,4.0,72.0
Lake Sheriff's Dept.,Lake County Hill Road Facility ,1995,10,32.0,0.0,69.0,0.0,101.0
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,1995,10,45.0,6.0,43.0,14.0,108.0
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,1995,10,218.0,0.0,419.0,0.0,637.0
Los Angeles Sheriff's Dept.,LA Men's Central Jail,1995,10,4783.0,0.0,1820.0,0.0,6603.0
Los Angeles Sheriff's Dept.,LA North County Corr. Facility,1995,10,2467.0,0.0,1061.0,0.0,3528.0
Los Angeles Sheriff's Dept.,LA Pitchess East Facility,1995,10,1560.0,0.0,240.0,0.0,1800.0
Los Angeles Sheriff's Dept.,LA Pitchess North Facility,1995,10,1327.0,0.0,247.0,0.0,1574.0
Los Angeles Sheriff's Dept.,LA Pitchess South (No. Annex),1995,10,618.0,0.0,968.0,0.0,1586.0
Los Angeles Sheriff's Dept.,Sybil Brand Institute,1995,10,0.0,1399.0,0.0,759.0,2158.0
Madera Corrections Dept.,Madera Adult Correctional Fac,1995,10,141.9,20.23,146.55,13.58,322.26
Marin Sheriff's Dept.,Marin County Jail,1995,10,164.0,27.0,78.0,13.0,224.0
Mariposa Sheriff's Dept.,Mariposa Co. Adult Det. Fac.,1995,10,22.5,2.8,18.3,2.9,46.5
Mendocino Sheriff's Dept.,Mendocino Adult Det. Facility,1995,10,120.0,10.0,83.0,13.0,226.0
Merced Sheriff's Dept.,John Latorraca Correctional Center,1995,10,176.0,27.0,122.0,25.0,350.0
Merced Sheriff's Dept.,Merced County Jail ,1995,10,146.0,0.0,13.0,0.0,159.0
Modoc Sheriff's Dept.,Modoc County Jail,1995,10,10.0,4.0,7.0,4.0,25.0
Mono Sheriff's Dept.,Mono County Jail ,1995,10,7.65,1.45,10.32,0.19,19.61
Monterey Sheriff's Dept.,Monterey County Jail ,1995,10,398.0,69.0,26.0,32.0,525.0
Monterey Sheriff's Dept.,Monterey County Rehabilitation ,1995,10,175.0,0.0,265.0,0.0,440.0
Napa Corrections Dept.,Napa County Jail ,1995,10,132.0,13.0,74.0,10.0,229.0
Nevada Sheriff's Dept.,Wayne Brown Correctional Facility ,1995,10,81.0,13.0,59.0,14.0,167.0
Orange Sheriff's Dept.,Intake Release Center ,1995,10,385.0,53.0,248.0,102.0,788.0
Orange Sheriff's Dept.,James A Musick Facilities,1995,10,147.0,15.0,905.0,107.0,1174.0
Orange Sheriff's Dept.,Orange County Mens Jail ,1995,10,687.0,0.0,568.0,0.0,1255.0
Orange Sheriff's Dept.,Orange County Women's Jail,1995,10,0.0,119.0,0.0,206.0,325.0
Orange Sheriff's Dept.,Theo Lacy,1995,10,603.0,0.0,902.0,0.0,1505.0
Placer Sheriff's Dept.,Placer County Main Jail ,1995,10,173.0,24.0,91.0,4.0,292.0
Placer Sheriff's Dept.,Placer County Minimum Security ,1995,10,6.0,5.0,112.0,21.0,144.0
Plumas Sheriff's Dept.,Plumas County Jail ,1995,10,17.8,2.5,16.1,2.7,39.1
Riverside Sheriff's Dept.,Blythe Jail ,1995,10,46.0,2.0,41.0,0.0,89.0
Riverside Sheriff's Dept.,Indio Jail ,1995,10,232.0,15.0,74.0,4.0,325.0
Riverside Sheriff's Dept.,Larry D. Smith Correctional Facility,1995,10,79.0,32.0,291.0,61.0,463.0
Riverside Sheriff's Dept.,Robert Presley Detention Ctr.,1995,10,851.0,113.0,183.0,35.0,1182.0
Riverside Sheriff's Dept.,Southwest Detention Center,1995,10,290.0,0.0,153.0,0.0,443.0
Sacramento Sheriff's Dept.,Rio Cosumnes Correctional Ctr.,1995,10,121.0,0.0,1134.0,0.0,1255.0
Sacramento Sheriff's Dept.,Rio Cosumnes- Womens Facility,1995,10,0.0,6.0,0.0,236.0,242.0
Sacramento Sheriff's Dept.,Sacramento County Main Jail ,1995,10,1395.0,258.0,114.0,0.0,1767.0
San Benito Sheriff's Dept.,San Benito Adult Detention ,1995,10,37.0,8.0,52.0,5.0,102.0
San Bernardino Sheriff's Dept.,San Bernardino Central Detention Center,1995,10,396.0,93.0,196.0,47.0,732.0
San Bernardino Sheriff's Dept.,San Bernardino County Glen Helen,1995,10,0.0,44.0,810.0,199.0,1053.0
San Bernardino Sheriff's Dept.,West Valley Detention Center ,1995,10,1551.0,131.0,919.0,77.0,2678.0
San Diego Probation Dept.,Barrett Honor Camp / Barrett Juvenile ,1995,10,0.0,0.0,268.0,0.0,268.0
San Diego Probation Dept.,Camp West Fork ,1995,10,0.0,0.0,227.0,0.0,227.0
San Diego Sheriff's Dept.,Descanso Detention Facility,1995,10,4.0,0.0,358.0,0.0,362.0
San Diego Sheriff's Dept.,East Mesa Reentry Facility,1995,10,26.0,0.0,485.0,0.0,511.0
San Diego Sheriff's Dept.,George Bailey Detention Facility,1995,10,1143.0,0.0,571.0,0.0,1714.0
San Diego Sheriff's Dept.,Las Colinas Womens Detention ,1995,10,0.0,257.0,0.0,259.0,516.0
San Diego Sheriff's Dept.,South Bay Regional Facility- Chula Vista,1995,10,311.0,0.0,47.0,0.0,358.0
San Diego Sheriff's Dept.,Vista Facility ,1995,10,561.0,97.0,168.0,87.0,913.0
San Francisco Sheriff's Dept.,San Francisco County Jail #2,1995,10,111.0,88.0,64.0,52.0,315.0
San Francisco Sheriff's Dept.,San Francisco County Jail #3,1995,10,259.0,45.0,12.0,2.0,318.0
San Francisco Sheriff's Dept.,San Francisco County Jail #3 ,1995,10,541.0,0.0,30.0,0.0,571.0
San Francisco Sheriff's Dept.,San Francisco County Jail #4,1995,10,269.0,35.0,34.0,8.0,346.0
San Francisco Sheriff's Dept.,San Francisco County Jail #6,1995,10,105.0,0.0,213.0,0.0,318.0
San Joaquin Sheriff's Dept.,San Joaquin County Honor Farm,1995,10,469.0,71.0,134.0,22.0,696.0
San Luis Obispo Sheriff's Dept.,San Luis Obispo County Jail ,1995,10,137.0,21.0,168.0,35.0,361.0
San Luis Obispo Sheriff's Dept.,San Luis Obispo Honor Farm ,1995,10,0.0,0.0,69.0,0.0,69.0
San Mateo Sheriff's Dept.,Maguire Correctional Facility,1995,10,375.0,0.0,408.0,0.0,783.0
San Mateo Sheriff's Dept.,Mens Corr. Ctr./Medium Sec. Fac. ,1995,10,0.0,0.0,163.0,0.0,163.0
San Mateo Sheriff's Dept.,Minimum Security Transitional Fac.,1995,10,0.0,0.0,0.0,29.0,29.0
San Mateo Sheriff's Dept.,Womens Correctional Center ,1995,10,0.0,48.0,0.0,72.0,120.0
Santa Barbara Sheriff's Dept.,Female Honor Farm,1995,10,0.0,0.0,0.0,34.0,34.0
Santa Barbara Sheriff's Dept.,Medium Security Facility,1995,10,48.0,0.0,160.0,0.0,208.0
Santa Barbara Sheriff's Dept.,Santa Barbara County Main Jail ,1995,10,344.0,51.0,261.0,33.0,689.0
Santa Barbara Sheriff's Dept.,Santa Barbara Work Furlough ,1995,10,0.0,0.0,16.0,0.0,16.0
Santa Barbara Sheriff's Dept.,Santa Maria Work Furlough ,1995,10,0.0,0.0,11.0,0.0,11.0
Santa Clara Corrections Dept.,Elmwood Complex - Men's facility,1995,10,1177.0,0.0,1227.0,0.0,2404.0
Santa Clara Corrections Dept.,Elmwood Complex - Women's Facility,1995,10,0.0,252.0,0.0,203.0,455.0
Santa Clara Corrections Dept.,Santa Clara County Main Jail ,1995,10,1327.0,0.0,240.0,0.0,1567.0
Santa Clara Probation Dept.,Mtn. View Work Furlough Facility ,1995,10,0.0,0.0,257.0,0.0,257.0
Santa Cruz Sheriff's Dept.,Santa Cruz Blaine Womens Min,1995,10,0.0,0.0,0.0,19.0,19.0
Santa Cruz Sheriff's Dept.,Santa Cruz Main Jail,1995,10,217.0,20.0,127.0,10.0,374.0
Santa Cruz Sheriff's Dept.,Santa Cruz Medium Security,1995,10,0.0,0.0,0.0,0.0,0.0
Santa Cruz Sheriff's Dept.,Santa Cruz Rountree Lane Minimum ,1995,10,0.0,0.0,121.0,0.0,121.0
Scapular House,Scapular House ,1995,10,0.0,0.0,93.0,12.0,105.0
Shasta Sheriff's Dept.,Shasta County Detention Annex,1995,10,0.0,0.0,54.38,9.09,63.47
Shasta Sheriff's Dept.,Shasta County Main Jail ,1995,10,199.25,25.06,86.09,16.32,326.72
Siskiyou Sheriff's Dept.,Siskiyou County Jail ,1995,10,45.0,2.0,36.0,11.0,94.0
Solano Sheriff's Dept.,Claybank Facility ,1995,10,69.0,1.0,154.0,37.0,261.0
Solano Sheriff's Dept.,Solano County Justice Center ,1995,10,325.0,52.0,111.0,26.0,514.0
Sonoma Sheriff's Dept.,Sonoma Main Adult Detention,1995,10,253.0,11.0,100.0,6.0,370.0
Sonoma Sheriff's Dept.,Sonoma-North County Facility,1995,10,161.0,46.0,282.0,35.0,524.0
Stanislaus Sheriff's Dept.,Stanislaus Co. Public Safety Center,1995,10,94.0,75.0,29.0,95.0,293.0
Stanislaus Sheriff's Dept.,Stanislaus County Honor Farm ,1995,10,53.0,0.0,258.0,0.0,311.0
Stanislaus Sheriff's Dept.,Stanislaus County Jail ,1995,10,307.0,0.0,69.0,0.0,376.0
Sutter Sheriff's Dept.,Sutter County Jail ,1995,10,74.0,20.0,116.0,31.0,241.0
Tehama Sheriff's Dept.,Tehama County Jail ,1995,10,32.0,4.0,82.0,15.0,133.0
Trinity Sheriff's Dept.,Trinity Co. Detention Facility,1995,10,12.0,3.0,14.0,1.0,30.0
Tulare Sheriff's Dept.,Bob Wiley Detention Facility,1995,10,241.0,67.0,261.0,98.0,667.0
Tulare Sheriff's Dept.,Tulare Correctional Center ,1995,10,2.0,0.0,328.0,0.0,330.0
Tulare Sheriff's Dept.,Tulare County Jail ,1995,10,234.0,0.0,30.0,0.0,264.0
Tuolumne Sheriff's Dept.,Tuolumne County Jail ,1995,10,41.0,9.0,53.0,10.0,113.0
Ventura Sheriff's Dept.,Ventura County Branch- Medium,1995,10,77.0,0.0,376.0,0.0,453.0
Ventura Sheriff's Dept.,Ventura County Branch- Women ,1995,10,0.0,61.0,0.0,86.0,147.0
Ventura Sheriff's Dept.,Ventura County Main Jail ,1995,10,488.0,5.0,174.0,9.0,676.0
Ventura Sheriff's Dept.,Ventura County Ojai -Women,1995,10,2.0,0.0,145.0,0.0,147.0
Ventura Work Furlough,Ventura County Work Furlough ,1995,10,0.0,0.0,165.0,27.0,192.0
Yolo Sheriff's Dept.,Leinberger Center ,1995,10,63.8,21.7,39.0,4.6,129.1
Yolo Sheriff's Dept.,Monroe Detention Center ,1995,10,160.9,9.1,39.1,1.3,210.4
Yuba Sheriff's Dept.,Yuba County Jail ,1995,10,108.0,13.0,107.0,23.0,251.0
Alameda Sheriff's Dept.,Glen Dyer Jail,1995,11,455.0,2.0,112.0,0.0,569.0
Alameda Sheriff's Dept.,Santa Rita Jail,1995,11,1979.0,206.0,863.0,157.0,3205.0
Amador Sheriff's Dept.,Amador County Jail,1995,11,16.63,1.87,28.7,4.07,51.27
Butte Sheriff's Dept.,Butte County Jail,1995,11,203.0,35.0,154.0,16.0,408.0
Calaveras Sheriff's Dept.,Calaveras County Jail,1995,11,18.5,1.3,30.0,4.5,54.3
Colusa Sheriff's Dept.,Colusa County Jail,1995,11,25.0,2.0,38.0,2.0,67.0
Contra Costa Sheriff's Dept.,Marsh Creek Detention Facility,1995,11,0.0,0.0,233.0,0.0,233.0
Contra Costa Sheriff's Dept.,Martinez Detention Facility,1995,11,490.0,0.0,193.0,0.0,683.0
Contra Costa Sheriff's Dept.,West County Detention Facility ,1995,11,374.0,0.0,228.0,0.0,602.0
Del Norte Sheriff's Dept.,Del Norte County Jail,1995,11,65.57,9.43,0.0,0.0,75.0
El Dorado Sheriff's Dept.,El Dorado County Jail,1995,11,55.0,9.0,114.0,14.0,192.0
El Dorado Sheriff's Dept.,South Lake Tahoe Jail,1995,11,35.0,2.0,49.0,8.0,94.0
Fresno Sheriff's Dept.,Fresno County Main Jail,1995,11,612.0,140.0,96.0,83.0,931.0
Fresno Sheriff's Dept.,Fresno County Satellite Jail,1995,11,0.0,0.0,117.0,0.0,117.0
Fresno Sheriff's Dept.,Fresno North Annex Jail,1995,11,393.0,0.0,10.0,0.0,403.0
Fresno Sheriff's Dept.,Fresno South Annex Jail,1995,11,410.0,0.0,186.0,0.0,596.0
Glenn Sheriff's Dept.,Glenn Co Adult Detention Fac,1995,11,38.0,4.0,37.0,5.0,84.0
Humboldt Sheriff's Dept.,Humboldt Co. Corr. Facility,1995,11,155.0,23.0,21.0,1.0,200.0
Imperial Sheriff's Dept.,Herbert Hughes Corr. Center,1995,11,150.0,0.0,199.0,0.0,349.0
Imperial Sheriff's Dept.,Imperial Adult Regional Fac.,1995,11,147.0,19.0,72.0,15.0,253.0
Inyo Sheriff's Dept.,Inyo County Jail,1995,11,20.8,3.8,27.1,2.6,54.3
Kern Sheriff's Dept.,Kern County- Female Minimum ,1995,11,0.0,0.0,0.0,95.0,95.0
Kern Sheriff's Dept.,Lerdo Maximum/Medium,1995,11,0.0,0.0,0.0,0.0,0.0
Kern Sheriff's Dept.,Lerdo Minimum,1995,11,356.0,0.0,537.0,0.0,893.0
Kern Sheriff's Dept.,Lerdo Pre-Trial Facility,1995,11,522.0,153.0,349.0,40.0,1064.0
Kings Sheriff's Dept.,Kings County Branch Jail ,1995,11,25.0,5.0,91.0,14.0,135.0
Kings Sheriff's Dept.,Kings County Main Jail,1995,11,111.0,12.0,44.0,5.0,172.0
Lake Sheriff's Dept.,Lake County Facility,1995,11,34.0,17.0,24.0,4.0,79.0
Lake Sheriff's Dept.,Lake County Hill Road Facility ,1995,11,31.0,0.0,65.0,0.0,96.0
Lassen Sheriff's Dept.,Lassen Adult Detention Facility,1995,11,44.0,7.0,44.0,12.0,107.0
Los Angeles Sheriff's Dept.,LA Century Reg. Det. Facility,1995,11,212.0,0.0,411.0,0.0,623.0
Los Angeles Sheriff's Dept.,LA Men's Central Jail,1995,11,4819.0,0.0,1748.0,0.0,6567.0
